Question_Title,Question_ID,Author_Name,Author_ID,Author_Rep,Question_Post_Time,Question_Score,Number_Of_Views,Number_Of_Answers,Number_Of_Comments,Edited,Answer_Accepted,Tag_1,Tag_2,Tag_3,Tag_4,Tag_5,Question_Closed
What factors to evaluate in a bank or credit union when investing certificate of deposits in the US?,155436,Chris W. Rea,3,31.6k,2023-02-23 17:35:49Z,N/A,N/A,2,,False,True,5,united-states,banking,certificate-of-deposit,credit-unions,False
How can I solve the Tikz Quotes Library comma problem?,676233,user24098,24098,1205,2023-02-23 08:45:13Z,N/A,N/A,1,,False,True,5,tikz-pgf,tikz-pgf,N/A,N/A,False
How to modify the Chi-square distribution table to automatically summarize the data sum of each horizontal column and sequence in the table?,280426,N/A,N/A,N/A,2023-02-23 12:48:36Z,N/A,N/A,2,,False,True,5,probability-or-statistics,probability-or-statistics,N/A,N/A,False
Is it legal to publish a cease and desist letter that I have received?,89547,feetwet,10,21k,2023-02-23 18:13:57Z,N/A,N/A,2,,False,True,5,defamation,is-x-legal,cease-and-desist,defamation,False
What's the correct way to do pair programming?,444098,candied_orange,131624,96.7k,2023-02-22 20:10:10Z,N/A,N/A,3,,False,True,5,coding-style,teamwork,pair-programming,coding-style,False
Did Edith Wilson influence the passage of the 19th Amendment?,71037,MCW,1401,31.6k,2023-02-21 12:14:14Z,N/A,N/A,2,,False,True,5,united-states,political-history,us-constitution,edith-wilson,False
Can a Magus not recharge spellstrike while in arcane cascade?,204846,doppelgreener,1204,36k,2023-02-23 02:15:05Z,N/A,N/A,1,,False,True,5,pathfinder-2e,magus,pathfinder-2e,magus,False
"Stepwise binary logistic regression, Forward or Backward?",606316,kjetil b halvorsen,11887,70.4k,2023-02-23 02:02:30Z,N/A,N/A,2,,False,True,5,r,regression,logistic,stepwise-regression,False
Realism and idealism,97290,Starckman,57267,612,2023-02-23 05:43:46Z,N/A,N/A,1,,False,True,5,idealism,realism,idealism,realism,False
How useful would were-creatures be for military applications?,242438,JYelton,2394,1016,2023-02-23 18:11:05Z,N/A,N/A,4,,False,True,5,warfare,shapeshifters,modern,warfare,False
Can I upgrade Azure Redis version 4 to version 6?,34191,Tamas Varga Sitecore,312,5443,2023-02-23 10:13:51Z,N/A,N/A,1,,False,True,5,azure,redis,azure,redis,False
Did the US Patent Office issue a patent for a stick?,54401,Rebecca J. Stones,25398,7466,2023-02-20 12:22:32Z,N/A,N/A,4,,False,True,5,patents,patents,N/A,N/A,False
"Futuristic novel where war is unconstitutional and people have limbs amputated but replaced by powerful prosthetics, triskelion logo from 60s",272436,DavidW,101407,102k,2023-02-23 01:07:20Z,N/A,N/A,1,,False,True,5,story-identification,novel,story-identification,novel,False
Short story of a man missing his opportunity to escape his unhappy life on earth,272446,Dosco Jones,22431,11.1k,2023-02-23 04:47:21Z,N/A,N/A,1,,False,True,5,story-identification,short-stories,story-identification,short-stories,False
Ready action to use the action part of a spell like Maximilian’s Earthen Grasp or Call Lightning,204852,Darth Pseudonym,28298,69.7k,2023-02-23 19:20:56Z,N/A,N/A,3,,False,True,5,dnd-5e,spells,readied-action,dnd-5e,False
What is the motivation for legally forcing sellers to determine the minimum price of food by multiplying it by 1.1?,89519,Michael Seifert,5104,6150,2023-02-22 15:15:07Z,N/A,N/A,4,,False,True,5,france,food,france,food,False
Quitting instead of accepting Performance Improvement Plan?,190190,N/A,N/A,N/A,2023-02-23 03:43:05Z,N/A,N/A,3,,False,True,5,software-industry,performance-reviews,performance,layoff,False
Could minor-third be used to judge major or minor key?,127641,N/A,N/A,N/A,2023-02-23 17:23:21Z,N/A,N/A,2,,False,True,5,chords,key,chords,key,False
How much slower was the 286 in protected mode?,26498,rwallace,4274,54.1k,2023-02-22 16:49:11Z,N/A,N/A,1,,False,True,5,performance,80286,protected-mode,real-mode,False
"What is the origin of ""in the zone"" or what ""zone"" is this about?",603765,Crissy Froth-Seapickle,471602,235,2023-02-23 07:00:47Z,N/A,N/A,1,,False,True,5,idioms,phrase-origin,idioms,phrase-origin,False
Is it legal to publish a cease and desist letter that I have received?,89547,feetwet,10,21k,2023-02-23 18:13:57Z,N/A,N/A,2,,False,True,5,defamation,is-x-legal,cease-and-desist,defamation,False
How do UK universities retain academic staff?,193700,Anyon,17254,20.4k,2023-02-22 22:52:09Z,N/A,N/A,3,,False,True,5,united-kingdom,salary,recruiting,non-academic-staff,False
Is it appropriate to ask an interviewing institution to reimburse nonrefundable hotel costs after flight cancellation?,193648,Bryan Krause,63475,84k,2023-02-21 17:03:26Z,N/A,N/A,2,,False,True,5,united-states,job,faculty-application,tenure-track,False
How can I align the model to the axes?,286948,Maxim_R,155262,33,2023-02-23 04:44:13Z,N/A,N/A,4,,False,True,5,mesh,modifiers,mesh,modifiers,False
Can non-agents be moral or immoral?,97277,J D,40730,13.9k,2023-02-23 15:54:16Z,N/A,N/A,5,,False,True,5,ethics,metaethics,philosophy-of-law,moral-agency,False
How to modify the Chi-square distribution table to automatically summarize the data sum of each horizontal column and sequence in the table?,280426,N/A,N/A,N/A,2023-02-23 12:48:36Z,N/A,N/A,2,,False,True,5,probability-or-statistics,probability-or-statistics,N/A,N/A,False
"How to expand yas-snippet, when trigger-key is part of a word?",75970,Shynur,39388,459,2023-02-23 14:56:08Z,N/A,N/A,1,,False,True,5,yasnippet,yasnippet,N/A,N/A,False
Weapons for a Monster Vulnerable to Fire and Light,242444,jdunlop,36850,26k,2023-02-23 01:34:51Z,N/A,N/A,7,,False,True,5,science-fiction,weapons,science-fiction,weapons,False
How to handle Passive Perception and Passive Insight when both scores are so high it takes all the fun away?,204851,Thomas Markov,62294,131k,2023-02-23 12:55:47Z,N/A,N/A,4,,False,True,5,dnd-5e,skills,dnd-5e,skills,False
Could minor-third be used to judge major or minor key?,127641,N/A,N/A,N/A,2023-02-23 17:23:21Z,N/A,N/A,2,,False,True,5,chords,key,chords,key,False
What's the solution to Sorites paradox?,97209,Mauro ALLEGRANZA,4752,35.3k,2023-02-21 09:52:23Z,N/A,N/A,9,,False,True,5,philosophy-of-language,paradox,philosophy-of-language,paradox,False
To what extent does China need the SWIFT system?,78394,ohwilleke,9801,63.1k,2023-02-23 17:23:38Z,N/A,N/A,2,,False,True,5,china,international,sanctions,banking,False
Managing voluntary help I am giving remotely,190166,Guarneer,136816,687,2023-02-22 10:40:01Z,N/A,N/A,4,,False,True,5,people-management,consulting,helping,people-management,False
Short story of a man missing his opportunity to escape his unhappy life on earth,272446,Dosco Jones,22431,11.1k,2023-02-23 04:47:21Z,N/A,N/A,1,,False,True,5,story-identification,short-stories,story-identification,short-stories,False
Why did only 31 engines ignite during Starship's static fire?,61898,Camille Goudeseune,1235,11.2k,2023-02-23 16:55:53Z,N/A,N/A,4,,False,True,5,rockets,spacex-starship,failure,spacex-super-heavy,False
Racism at Schengen ports of entry,179543,phoog,19400,124k,2023-02-21 20:28:36Z,N/A,N/A,7,,False,True,5,schengen,france,tourism,discrimination,False
Who decides when you roll or take a passive perception check (especially for traps)?,204841,Peter Cordes,15436,2244,2023-02-23 10:31:39Z,N/A,N/A,2,,False,True,5,dnd-5e,traps,dnd-5e,traps,False
"Futuristic novel where war is unconstitutional and people have limbs amputated but replaced by powerful prosthetics, triskelion logo from 60s",272436,DavidW,101407,102k,2023-02-23 01:07:20Z,N/A,N/A,1,,False,True,5,story-identification,novel,story-identification,novel,False
Is it appropriate to ask an interviewing institution to reimburse nonrefundable hotel costs after flight cancellation?,193648,Bryan Krause,63475,84k,2023-02-21 17:03:26Z,N/A,N/A,2,,False,True,5,united-states,job,faculty-application,tenure-track,False
Show length of selection,452724,nmtoken,27874,12.6k,2023-02-23 17:51:52Z,N/A,N/A,1,,False,True,5,qgis,features,length,qgis,False
How to modify the Chi-square distribution table to automatically summarize the data sum of each horizontal column and sequence in the table?,280426,N/A,N/A,N/A,2023-02-23 12:48:36Z,N/A,N/A,2,,False,True,5,probability-or-statistics,probability-or-statistics,N/A,N/A,False
What's the correct way to do pair programming?,444098,candied_orange,131624,96.7k,2023-02-22 20:10:10Z,N/A,N/A,3,,False,True,5,coding-style,teamwork,pair-programming,coding-style,False
Could the US passport indicate any nationality other than USA?,179558,N/A,N/A,N/A,2023-02-22 17:36:47Z,N/A,N/A,4,,False,True,5,usa,passports,us-citizens,usa,False
Is it legal to publish a cease and desist letter that I have received?,89547,feetwet,10,21k,2023-02-23 18:13:57Z,N/A,N/A,2,,False,True,5,defamation,is-x-legal,cease-and-desist,defamation,False
What factors to evaluate in a bank or credit union when investing certificate of deposits in the US?,155436,Chris W. Rea,3,31.6k,2023-02-23 17:35:49Z,N/A,N/A,2,,False,True,5,united-states,banking,certificate-of-deposit,credit-unions,False
"How to expand yas-snippet, when trigger-key is part of a word?",75970,Shynur,39388,459,2023-02-23 14:56:08Z,N/A,N/A,1,,False,True,5,yasnippet,yasnippet,N/A,N/A,False
"""How do you [do something]?"" but asking about the listener's case specifically",333305,ColleenV,9161,11.8k,2023-02-23 18:31:52Z,N/A,N/A,1,,False,True,5,phrase-request,ambiguity,phrase-request,ambiguity,False
Simplify with equals; can't move terms from one side to another,280425,Hugh,12558,15.4k,2023-02-23 11:12:06Z,N/A,N/A,3,,False,True,5,simplifying-expressions,simplifying-expressions,N/A,N/A,False
"How do I help my player, play a cool character?",204828,N/A,N/A,N/A,2023-02-22 17:49:13Z,N/A,N/A,7,,False,True,5,roleplaying,roleplaying,N/A,N/A,False
How can we stop ListDensityPlot to show results outside data range when using InterpolationOrder -> 0?,280420,valar morghulis,26937,3943,2023-02-23 09:22:29Z,N/A,N/A,2,,False,True,5,plotting,graphics,data,plotting,False
Linux text editor that supports column manipulations/selections (like Notepad++ for Windows),85378,RockPaperLz- Mask it or Casket,8503,6421,2023-02-21 18:48:18Z,N/A,N/A,8,,False,True,5,gratis,linux,text-editor,text-processing,False
What did Windows 2 do about varying aspect ratio?,26496,rwallace,4274,54.1k,2023-02-22 11:27:46Z,N/A,N/A,2,,False,True,5,history,display,windows,gui,False
Ready action to use the action part of a spell like Maximilian’s Earthen Grasp or Call Lightning,204852,Darth Pseudonym,28298,69.7k,2023-02-23 19:20:56Z,N/A,N/A,3,,False,True,5,dnd-5e,spells,readied-action,dnd-5e,False
Are congressional investigations ever more than political theater? How often does one actually lead to actionable results?,78374,Peter Mortensen,368,311,2023-02-21 21:18:29Z,N/A,N/A,3,,False,True,5,united-states,congress,united-states,congress,False
Recursive merge sort in C,283513,Sᴀᴍ Onᴇᴌᴀ,120114,26.4k,2023-02-23 00:00:56Z,N/A,N/A,2,,False,True,5,beginner,c,sorting,mergesort,False
What's the solution to Sorites paradox?,97209,Mauro ALLEGRANZA,4752,35.3k,2023-02-21 09:52:23Z,N/A,N/A,9,,False,True,5,philosophy-of-language,paradox,philosophy-of-language,paradox,False
How can I align the model to the axes?,286948,Maxim_R,155262,33,2023-02-23 04:44:13Z,N/A,N/A,4,,False,True,5,mesh,modifiers,mesh,modifiers,False
Is it legal to publish a cease and desist letter that I have received?,89547,feetwet,10,21k,2023-02-23 18:13:57Z,N/A,N/A,2,,False,True,5,defamation,is-x-legal,cease-and-desist,defamation,False
How to handle Passive Perception and Passive Insight when both scores are so high it takes all the fun away?,204851,Thomas Markov,62294,131k,2023-02-23 12:55:47Z,N/A,N/A,4,,False,True,5,dnd-5e,skills,dnd-5e,skills,False
How Gronwall lemma is used in this paper?,441450,N/A,N/A,N/A,2023-02-23 18:11:42Z,N/A,N/A,1,,False,True,5,pr.probability,stochastic-processes,inequalities,stochastic-calculus,False
What is the maximum voltage of an AAA battery?,654891,ocrdu,238706,8168,2023-02-21 07:05:05Z,N/A,N/A,7,,False,True,5,microcontroller,batteries,low-power,microcontroller,False
Forward bias voltage of diode,655076,JRE,47070,65.3k,2023-02-22 13:19:49Z,N/A,N/A,5,,False,True,5,diodes,diodes,N/A,N/A,False
"In what way do ""Pennsylvanians have a constitutional right to clean air and pure water""? State constitution or federal? Which article?",78393,uhoh,16047,13.7k,2023-02-23 00:32:27Z,N/A,N/A,2,,False,True,5,united-states,law,constitution,attorney-general,False
Why assert for null on a object before asserting on some of it's internals?,444109,Glorfindel,173647,3117,2023-02-23 12:01:12Z,N/A,N/A,4,,False,True,5,c#,unit-testing,null,assertions,False
Are there still practical modern uses for large through-hole resistors?,655105,TonyM,115257,21.1k,2023-02-22 17:10:45Z,N/A,N/A,6,,False,True,5,resistors,heat,current-limiting,industrial,False
Elevator movement order,258137,Dominic van Essen,95126,29.1k,2023-02-23 10:37:55Z,N/A,N/A,10,,False,True,5,code-golf,code-golf,code-golf,N/A,False
What's the correct way to do pair programming?,444098,candied_orange,131624,96.7k,2023-02-22 20:10:10Z,N/A,N/A,3,,False,True,5,coding-style,teamwork,pair-programming,coding-style,False
How to modify the Chi-square distribution table to automatically summarize the data sum of each horizontal column and sequence in the table?,280426,N/A,N/A,N/A,2023-02-23 12:48:36Z,N/A,N/A,2,,False,True,5,probability-or-statistics,probability-or-statistics,N/A,N/A,False
Journey Builder - Where is the data stored once running?,396797,zuzannamj,50456,13.4k,2023-02-23 11:56:35Z,N/A,N/A,1,,False,True,5,marketing-cloud,journeybuilder,marketing-cloud,journeybuilder,False
Why did only 31 engines ignite during Starship's static fire?,61898,Camille Goudeseune,1235,11.2k,2023-02-23 16:55:53Z,N/A,N/A,4,,False,True,5,rockets,spacex-starship,failure,spacex-super-heavy,False
Show length of selection,452724,nmtoken,27874,12.6k,2023-02-23 17:51:52Z,N/A,N/A,1,,False,True,5,qgis,features,length,qgis,False
Did the US Patent Office issue a patent for a stick?,54401,Rebecca J. Stones,25398,7466,2023-02-20 12:22:32Z,N/A,N/A,4,,False,True,5,patents,patents,N/A,N/A,False
Has anyone researched additive analogues of toric geometry in characteristic zero?,441446,Schemer1,470753,523,2023-02-23 10:26:00Z,N/A,N/A,2,,False,True,5,ag.algebraic-geometry,algebraic-groups,invariant-theory,toric-varieties,False
Fibonacci Binary Squares,258129,Kip the Malamute,116013,749,2023-02-22 13:43:54Z,N/A,N/A,7,,False,True,5,code-golf,sequence,fibonacci,code-golf,False
"Is it okay to link relevant research, instead of citing them, in a two page only research statement?",193711,Science Man,6259,2956,2023-02-23 10:32:38Z,N/A,N/A,2,,False,True,5,mathematics,job-search,job,latex,False
Who decides when you roll or take a passive perception check (especially for traps)?,204841,Peter Cordes,15436,2244,2023-02-23 10:31:39Z,N/A,N/A,2,,False,True,5,dnd-5e,traps,dnd-5e,traps,False
Recursive merge sort in C,283513,Sᴀᴍ Onᴇᴌᴀ,120114,26.4k,2023-02-23 00:00:56Z,N/A,N/A,2,,False,True,5,beginner,c,sorting,mergesort,False
Why does magnetic force only act on moving charges?,751358,Qmechanic,2451,182k,2023-02-22 12:32:23Z,N/A,N/A,6,,False,True,5,electromagnetism,magnetic-fields,charge,velocity,False
How to cause awk to fail if previous command (tar) also fails?,736546,Foobar,321024,245,2023-02-23 03:10:12Z,N/A,N/A,6,,False,True,5,bash,awk,pipe,bash,False
Why did the United States drop a uranium bomb instead of a plutonium bomb on Hiroshima?,71047,N/A,N/A,N/A,2023-02-23 18:49:05Z,N/A,N/A,1,,False,True,5,world-war-two,nuclear-weapons,hiroshima,world-war-two,False
Can a Magus not recharge spellstrike while in arcane cascade?,204846,doppelgreener,1204,36k,2023-02-23 02:15:05Z,N/A,N/A,1,,False,True,5,pathfinder-2e,magus,pathfinder-2e,magus,False
To what extent does China need the SWIFT system?,78394,ohwilleke,9801,63.1k,2023-02-23 17:23:38Z,N/A,N/A,2,,False,True,5,china,international,sanctions,banking,False
Realism and idealism,97290,Starckman,57267,612,2023-02-23 05:43:46Z,N/A,N/A,1,,False,True,5,idealism,realism,idealism,realism,False
How to create 2-colored squares to use as PlotLegends?,280403,JuanC97,59807,476,2023-02-22 22:44:31Z,N/A,N/A,3,,False,True,5,plotting,legending,plotting,legending,False
Quitting instead of accepting Performance Improvement Plan?,190190,N/A,N/A,N/A,2023-02-23 03:43:05Z,N/A,N/A,3,,False,True,5,software-industry,performance-reviews,performance,layoff,False
How Gronwall lemma is used in this paper?,441450,N/A,N/A,N/A,2023-02-23 18:11:42Z,N/A,N/A,1,,False,True,5,pr.probability,stochastic-processes,inequalities,stochastic-calculus,False
How to Deal with Unprofessional Sparring Partners,13612,mattsmith5,11991,929,2023-02-22 08:52:15Z,N/A,N/A,3,,False,True,5,training,technique,mixed-martial-arts,muay-thai,False
Lord of The Simulation,119862,N/A,N/A,N/A,2023-02-22 20:54:49Z,N/A,N/A,1,,False,True,5,mathematics,knowledge,enigmatic-puzzle,mathematics,False
How to generate uniform distributed samples with given auto-correlation function,606259,N/A,N/A,N/A,2023-02-23 08:19:11Z,N/A,N/A,5,,False,True,5,time-series,sampling,autocorrelation,uniform-distribution,False
Is the larger package better for SMD capacitors?,655099,ocrdu,238706,8168,2023-02-22 18:50:23Z,N/A,N/A,5,,False,True,5,capacitor,surface-mount,packages,capacitor,False
Can I delete blk*.dat files?,117330,josie,139612,481,2023-02-23 18:30:32Z,N/A,N/A,1,,False,True,5,bitcoin-core,blockchain,pruning,bitcoin-core,False
Zip ragged lists,258133,N/A,N/A,N/A,2023-02-23 12:53:32Z,N/A,N/A,8,,False,True,5,code-golf,code-golf,ragged-list,code-golf,False
Weapons for a Monster Vulnerable to Fire and Light,242444,jdunlop,36850,26k,2023-02-23 01:34:51Z,N/A,N/A,7,,False,True,5,science-fiction,weapons,science-fiction,weapons,False
Why were the lies of George Santos discovered only after the elections?,78368,Machavity,12027,42.2k,2023-02-22 04:39:17Z,N/A,N/A,4,,False,True,5,united-states,scandal,united-states,scandal,False
Show length of selection,452724,nmtoken,27874,12.6k,2023-02-23 17:51:52Z,N/A,N/A,1,,False,True,5,qgis,features,length,qgis,False
"What is the origin of ""in the zone"" or what ""zone"" is this about?",603765,Crissy Froth-Seapickle,471602,235,2023-02-23 07:00:47Z,N/A,N/A,1,,False,True,5,idioms,phrase-origin,idioms,phrase-origin,False
What did Windows 2 do about varying aspect ratio?,26496,rwallace,4274,54.1k,2023-02-22 11:27:46Z,N/A,N/A,2,,False,True,5,history,display,windows,gui,False
"If ""in-"" forms antonyms, why is ""invaluable"" not the opposite of ""valuable""?",603723,user3840170,363191,173,2023-02-22 21:10:15Z,N/A,N/A,1,,False,True,5,etymology,prefixes,etymology,prefixes,False
What factors to evaluate in a bank or credit union when investing certificate of deposits in the US?,155436,Chris W. Rea,3,31.6k,2023-02-23 17:35:49Z,N/A,N/A,2,,False,True,5,united-states,banking,certificate-of-deposit,credit-unions,False
Racism at Schengen ports of entry,179543,phoog,19400,124k,2023-02-21 20:28:36Z,N/A,N/A,7,,False,True,5,schengen,france,tourism,discrimination,False
"Futuristic novel where war is unconstitutional and people have limbs amputated but replaced by powerful prosthetics, triskelion logo from 60s",272436,DavidW,101407,102k,2023-02-23 01:07:20Z,N/A,N/A,1,,False,True,5,story-identification,novel,story-identification,novel,False
Why did the United States drop a uranium bomb instead of a plutonium bomb on Hiroshima?,71047,N/A,N/A,N/A,2023-02-23 18:49:05Z,N/A,N/A,1,,False,True,5,world-war-two,nuclear-weapons,hiroshima,world-war-two,False
"If I remove the Luks-encrypted drive to another motherboard, will I be able to run my system there?",1770202,Santa Monica,1774761,61,2023-02-22 22:29:53Z,N/A,N/A,2,,False,True,5,linux,hard-drive,motherboard,encryption,False
Zip ragged lists,258133,N/A,N/A,N/A,2023-02-23 12:53:32Z,N/A,N/A,8,,False,True,5,code-golf,code-golf,ragged-list,code-golf,False
"Why don't superconductors, which have zero electrical resistance, violate the second law of thermodynamics?",751426,Mikayla Eckel Cifrese,268553,558,2023-02-22 20:14:07Z,N/A,N/A,4,,False,True,5,electromagnetism,thermodynamics,electric-circuits,entropy,False
New wheels: WTB KOM Tough with 32 spokes sufficient?,87731,PristineAsp,68633,41,2023-02-23 10:28:57Z,N/A,N/A,1,,False,True,5,wheels,hub,rims,spokes,False
Racism at Schengen ports of entry,179543,phoog,19400,124k,2023-02-21 20:28:36Z,N/A,N/A,7,,False,True,5,schengen,france,tourism,discrimination,False
Did the US Patent Office issue a patent for a stick?,54401,Rebecca J. Stones,25398,7466,2023-02-20 12:22:32Z,N/A,N/A,4,,False,True,5,patents,patents,N/A,N/A,False
Are there still practical modern uses for large through-hole resistors?,655105,TonyM,115257,21.1k,2023-02-22 17:10:45Z,N/A,N/A,6,,False,True,5,resistors,heat,current-limiting,industrial,False
Santizing a vacuum cleaner by sucking up disinfectant,267519,Rohit Gupta,43802,1535,2023-02-23 07:22:33Z,N/A,N/A,2,,False,True,5,cleaning,mold,vacuum-cleaner,cleaning,False
Don't Understand Mechanism behind Proof by Contradiction,4644411,Amit,707918,183,2023-02-22 17:01:32Z,N/A,N/A,8,,False,True,5,logic,solution-verification,first-order-logic,philosophy,False
Quitting instead of accepting Performance Improvement Plan?,190190,N/A,N/A,N/A,2023-02-23 03:43:05Z,N/A,N/A,3,,False,True,5,software-industry,performance-reviews,performance,layoff,False
What is the maximum voltage of an AAA battery?,654891,ocrdu,238706,8168,2023-02-21 07:05:05Z,N/A,N/A,7,,False,True,5,microcontroller,batteries,low-power,microcontroller,False
Who decides when you roll or take a passive perception check (especially for traps)?,204841,Peter Cordes,15436,2244,2023-02-23 10:31:39Z,N/A,N/A,2,,False,True,5,dnd-5e,traps,dnd-5e,traps,False
How can I solve the Tikz Quotes Library comma problem?,676233,user24098,24098,1205,2023-02-23 08:45:13Z,N/A,N/A,1,,False,True,5,tikz-pgf,tikz-pgf,N/A,N/A,False
Why do the Titan SRBs have an angled engine bell?,61920,JRE,17478,763,2023-02-22 18:40:14Z,N/A,N/A,1,,False,True,5,engine-design,srb,titan-rocket,engine-design,False
How do UK universities retain academic staff?,193700,Anyon,17254,20.4k,2023-02-22 22:52:09Z,N/A,N/A,3,,False,True,5,united-kingdom,salary,recruiting,non-academic-staff,False
"How to expand yas-snippet, when trigger-key is part of a word?",75970,Shynur,39388,459,2023-02-23 14:56:08Z,N/A,N/A,1,,False,True,5,yasnippet,yasnippet,N/A,N/A,False
Which is the first version of DOS to support more than one reserved sector in a FAT file system?,26494,user3840170,15334,20.2k,2023-02-22 19:22:33Z,N/A,N/A,2,,False,True,5,ms-dos,file-system,ms-dos,file-system,False
Assisting an employee to disconnect from work and prevent burnout,190144,N/A,N/A,N/A,2023-02-21 13:37:20Z,N/A,N/A,7,,False,True,5,employer-relations,health,burnout,holidays,False
Simplify with equals; can't move terms from one side to another,280425,Hugh,12558,15.4k,2023-02-23 11:12:06Z,N/A,N/A,3,,False,True,5,simplifying-expressions,simplifying-expressions,N/A,N/A,False
Managing voluntary help I am giving remotely,190166,Guarneer,136816,687,2023-02-22 10:40:01Z,N/A,N/A,4,,False,True,5,people-management,consulting,helping,people-management,False
How useful would were-creatures be for military applications?,242438,JYelton,2394,1016,2023-02-23 18:11:05Z,N/A,N/A,4,,False,True,5,warfare,shapeshifters,modern,warfare,False
Integral that gives one or minus one,4644766,N/A,N/A,N/A,2023-02-23 06:22:22Z,N/A,N/A,2,,False,True,5,calculus,integration,definite-integrals,improper-integrals,False
"Max tech level for society of 200,000",242375,N/A,N/A,N/A,2023-02-23 04:11:11Z,N/A,N/A,9,,False,True,5,technology,alternate-history,population,technology,False
Did the US Patent Office issue a patent for a stick?,54401,Rebecca J. Stones,25398,7466,2023-02-20 12:22:32Z,N/A,N/A,4,,False,True,5,patents,patents,N/A,N/A,False
Did Edith Wilson influence the passage of the 19th Amendment?,71037,MCW,1401,31.6k,2023-02-21 12:14:14Z,N/A,N/A,2,,False,True,5,united-states,political-history,us-constitution,edith-wilson,False
Journey Builder - Where is the data stored once running?,396797,zuzannamj,50456,13.4k,2023-02-23 11:56:35Z,N/A,N/A,1,,False,True,5,marketing-cloud,journeybuilder,marketing-cloud,journeybuilder,False
What is the motivation for legally forcing sellers to determine the minimum price of food by multiplying it by 1.1?,89519,Michael Seifert,5104,6150,2023-02-22 15:15:07Z,N/A,N/A,4,,False,True,5,france,food,france,food,False
What's the solution to Sorites paradox?,97209,Mauro ALLEGRANZA,4752,35.3k,2023-02-21 09:52:23Z,N/A,N/A,9,,False,True,5,philosophy-of-language,paradox,philosophy-of-language,paradox,False
Can I upgrade Azure Redis version 4 to version 6?,34191,Tamas Varga Sitecore,312,5443,2023-02-23 10:13:51Z,N/A,N/A,1,,False,True,5,azure,redis,azure,redis,False
Could minor-third be used to judge major or minor key?,127641,N/A,N/A,N/A,2023-02-23 17:23:21Z,N/A,N/A,2,,False,True,5,chords,key,chords,key,False
"""How do you [do something]?"" but asking about the listener's case specifically",333305,ColleenV,9161,11.8k,2023-02-23 18:31:52Z,N/A,N/A,1,,False,True,5,phrase-request,ambiguity,phrase-request,ambiguity,False
What's the correct way to do pair programming?,444098,candied_orange,131624,96.7k,2023-02-22 20:10:10Z,N/A,N/A,3,,False,True,5,coding-style,teamwork,pair-programming,coding-style,False
Why were the lies of George Santos discovered only after the elections?,78368,Machavity,12027,42.2k,2023-02-22 04:39:17Z,N/A,N/A,4,,False,True,5,united-states,scandal,united-states,scandal,False
Why did the United States drop a uranium bomb instead of a plutonium bomb on Hiroshima?,71047,N/A,N/A,N/A,2023-02-23 18:49:05Z,N/A,N/A,1,,False,True,5,world-war-two,nuclear-weapons,hiroshima,world-war-two,False
When can you tell which pieces are 'White' from a position where the pieces are colored red and green and you know whose move it is?,41668,N/A,N/A,N/A,2023-02-23 02:46:50Z,N/A,N/A,4,,False,True,5,retrograde-analysis,retrograde-analysis,N/A,N/A,False
How to modify the Chi-square distribution table to automatically summarize the data sum of each horizontal column and sequence in the table?,280426,N/A,N/A,N/A,2023-02-23 12:48:36Z,N/A,N/A,2,,False,True,5,probability-or-statistics,probability-or-statistics,N/A,N/A,False
Forward bias voltage of diode,655076,JRE,47070,65.3k,2023-02-22 13:19:49Z,N/A,N/A,5,,False,True,5,diodes,diodes,N/A,N/A,False
Managing voluntary help I am giving remotely,190166,Guarneer,136816,687,2023-02-22 10:40:01Z,N/A,N/A,4,,False,True,5,people-management,consulting,helping,people-management,False
Ready action to use the action part of a spell like Maximilian’s Earthen Grasp or Call Lightning,204852,Darth Pseudonym,28298,69.7k,2023-02-23 19:20:56Z,N/A,N/A,3,,False,True,5,dnd-5e,spells,readied-action,dnd-5e,False
Has anyone researched additive analogues of toric geometry in characteristic zero?,441446,Schemer1,470753,523,2023-02-23 10:26:00Z,N/A,N/A,2,,False,True,5,ag.algebraic-geometry,algebraic-groups,invariant-theory,toric-varieties,False
How to create 2-colored squares to use as PlotLegends?,280403,JuanC97,59807,476,2023-02-22 22:44:31Z,N/A,N/A,3,,False,True,5,plotting,legending,plotting,legending,False
Bach prelude in C major: unresolved suspension?,127644,Richard,21766,82.3k,2023-02-23 14:01:31Z,N/A,N/A,5,,False,True,5,chords,harmony,j-s-bach,functional-harmony,False
Elevator movement order,258137,Dominic van Essen,95126,29.1k,2023-02-23 10:37:55Z,N/A,N/A,10,,False,True,5,code-golf,code-golf,code-golf,N/A,False
"If ""in-"" forms antonyms, why is ""invaluable"" not the opposite of ""valuable""?",603723,user3840170,363191,173,2023-02-22 21:10:15Z,N/A,N/A,1,,False,True,5,etymology,prefixes,etymology,prefixes,False
Assisting an employee to disconnect from work and prevent burnout,190144,N/A,N/A,N/A,2023-02-21 13:37:20Z,N/A,N/A,7,,False,True,5,employer-relations,health,burnout,holidays,False
"Why don't superconductors, which have zero electrical resistance, violate the second law of thermodynamics?",751426,Mikayla Eckel Cifrese,268553,558,2023-02-22 20:14:07Z,N/A,N/A,4,,False,True,5,electromagnetism,thermodynamics,electric-circuits,entropy,False
Is the larger package better for SMD capacitors?,655099,ocrdu,238706,8168,2023-02-22 18:50:23Z,N/A,N/A,5,,False,True,5,capacitor,surface-mount,packages,capacitor,False
